H01|010201|600324|2019-06-30|LBBPRK|0101|1|
D01|000|6101010000|0
D01|000|6101990000|0
D01|000|6102010000|0
D01|000|6102020000|543184005
D01|000|6102990000|0
D01|000|6201010100|8876835352
D01|000|6201010200|0
D01|000|6201020100|29828548124
D01|000|6201020200|0
D01|000|6201020300|15936558630
D01|000|6201020400|0
D01|000|6201030000|0
D01|000|6201990000|0
D01|000|6202000000|0
D01|000|6900000000|0
D01|001|6101010000|0
D01|001|6101990000|0
D01|001|6102010000|0
D01|001|6102020000|0
D01|001|6102990000|0
D01|001|6201010100|1165602125
D01|001|6201010200|0
D01|001|6201020100|8064155316
D01|001|6201020200|0
D01|001|6201020300|3975000359
D01|001|6201020400|0
D01|001|6201030000|0
D01|001|6201990000|0
D01|001|6202000000|0
D01|001|6900000000|0
D01|002|6101010000|0
D01|002|6101990000|0
D01|002|6102010000|0
D01|002|6102020000|457555555
D01|002|6102990000|0
D01|002|6201010100|3806800536
D01|002|6201010200|0
D01|002|6201020100|8712534138
D01|002|6201020200|0
D01|002|6201020300|4727753168
D01|002|6201020400|0
D01|002|6201030000|0
D01|002|6201990000|0
D01|002|6202000000|0
D01|002|6900000000|0
D01|003|6101010000|0
D01|003|6101990000|0
D01|003|6102010000|0
D01|003|6102020000|0
D01|003|6102990000|0
D01|003|6201010100|2615556930
D01|003|6201010200|0
D01|003|6201020100|6706284500
D01|003|6201020200|0
D01|003|6201020300|3834909157
D01|003|6201020400|0
D01|003|6201030000|0
D01|003|6201990000|0
D01|003|6202000000|0
D01|003|6900000000|0
D01|004|6101010000|0
D01|004|6101990000|0
D01|004|6102010000|0
D01|004|6102020000|85628450
D01|004|6102990000|0
D01|004|6201010100|250062912
D01|004|6201010200|0
D01|004|6201020100|2649911201
D01|004|6201020200|0
D01|004|6201020300|1552120982
D01|004|6201020400|0
D01|004|6201030000|0
D01|004|6201990000|0
D01|004|6202000000|0
D01|004|6900000000|0
D01|005|6101010000|0
D01|005|6101990000|0
D01|005|6102010000|0
D01|005|6102020000|0
D01|005|6102990000|0
D01|005|6201010100|1038812849
D01|005|6201010200|0
D01|005|6201020100|3695662969
D01|005|6201020200|0
D01|005|6201020300|1846774964
D01|005|6201020400|0
D01|005|6201030000|0
D01|005|6201990000|0
D01|005|6202000000|0
D01|005|6900000000|0
