H01|010201|600324|2019-08-31|LBBPRK|0100|0|
D01|000|1000000000|261818748810
D01|000|1101010000|2732042500
D01|000|1101020000|0
D01|000|1102000000|0
D01|000|1103010000|38024294744
D01|000|1103020000|41803280
D01|000|1104010100|235004508607
D01|000|1104010200|4207734082
D01|000|1104010300|0
D01|000|1104010400|0
D01|000|1104010500|772012064
D01|000|1104020000|17397410256
D01|000|1201000000|34732000
D01|000|1202010000|5430478131
D01|000|1202020000|3994117228
D01|000|1203010000|0
D01|000|1203020000|0
D01|000|1204000000|0
D01|000|1299000000|7005769738
D01|000|2000000000|232602849425
D01|000|2101000000|494430596
D01|000|2102010100|48606090958
D01|000|2102010200|0
D01|000|2102020100|91472600000
D01|000|2102020200|0
D01|000|2103010000|23870000000
D01|000|2103020000|0
D01|000|2201010000|66866338572
D01|000|2201020000|385187334
D01|000|2201030000|0
D01|000|2202000000|0
D01|000|2203000000|0
D01|000|2299000000|1678576633
D01|000|3000000000|29215899385
D01|000|3101010000|70000000000
D01|000|3101020000|49051349999
D01|000|3102010000|0
D01|000|3102020000|0
D01|000|3102030000|0
D01|000|3102990000|0
D01|000|3103010000|0
D01|000|3103020000|0
D01|000|3103980000|0
D01|000|3103990000|0
D01|000|3104010000|2834972947
D01|000|3104020000|2953294123
D01|000|3105010000|0
D01|000|3105020000|2478982314
D01|001|1000000000|230811925777
D01|001|1101010000|481485800
D01|001|1101020000|0
D01|001|1102000000|0
D01|001|1103010000|23708916853
D01|001|1103020000|30565682
D01|001|1104010100|56694161179
D01|001|1104010200|1165783192
D01|001|1104010300|0
D01|001|1104010400|0
D01|001|1104010500|21515067
D01|001|1104020000|2384273697
D01|001|1201000000|0
D01|001|1202010000|2918487004
D01|001|1202020000|2079933001
D01|001|1203010000|0
D01|001|1203020000|0
D01|001|1204000000|150074793174
D01|001|1299000000|2616152406
D01|001|2000000000|210667981172
D01|001|2101000000|332771319
D01|001|2102010100|13986848563
D01|001|2102010200|0
D01|001|2102020100|28303800000
D01|001|2102020200|0
D01|001|2103010000|23870000000
D01|001|2103020000|0
D01|001|2201010000|66866338572
D01|001|2201020000|385187334
D01|001|2201030000|0
D01|001|2202000000|0
D01|001|2203000000|76449555598
D01|001|2299000000|1243854454
D01|001|3000000000|20143944605
D01|001|3101010000|70000000000
D01|001|3101020000|49051349999
D01|001|3102010000|0
D01|001|3102020000|0
D01|001|3102030000|0
D01|001|3102990000|0
D01|001|3103010000|0
D01|001|3103020000|0
D01|001|3103980000|0
D01|001|3103990000|0
D01|001|3104010000|2834972947
